URL,Search,Entity type,Entity ID,Method,Event count,Event count
https://sacrd.org/directory/subcategory/food-delivery?zipcode=78203,,program,1000,click,2,2
https://sacrd.org/directory/search?s=community+garden&zipcode=78210,community garden,program,1028,see-more,3,3
https://sacrd.org/directory/subcategory/food-delivery?zipcode=78203,,program,1000,click,1,1
https://sacrd.org/directory/search?s=nutrition+class&zipcode=78207,nutrition class,program,1051,phone,8,8
https://sacrd.org/directory/organization?zipcode=78207,,program,1083,website,3,3
https://sacrd.org/directory/search?s=free+meals&zipcode=78211,free meals,program,1107,-,1,1
https://sacrd.org/directory/subcategory/community-garden?zipcode=78210,,program,1030,phone,8,8
https://sacrd.org/directory/subcategory/affordable-fresh-food?zipcode=78201,,program,1081,email,1,1
https://sacrd.org/directory/organization?zipcode=78218,,program,1019,click,2,2
https://sacrd.org/directory/subcategory/job-training?zipcode=78211,,program,1103,email,1,1
https://sacrd.org/directory/search?s=nutrition+class&zipcode=78228,nutrition class,prog,1020,click,1,1
https://sacrd.org/directory/subcategory/nutrition-education?zipcode=78228,,program,1048,see-more,8,8
https://sacrd.org/directory/search?s=free+meals&zipcode=78205,free meals,program,1087,website,1,1
https://sacrd.org/directory/organization?zipcode=78210,,org,4,-,1,1
https://sacrd.org/directory/search?s=job+training&zipcode=78201,job training,program,1027,-,1,1
https://sacrd.org/directory/organization?zipcode=78207,,org,6,-,1,1
https://sacrd.org/directory/subcategory/youth-programs?zipcode=78201,,prog,1016,website,3,3
https://sacrd.org/directory/subcategory/free-meals?zipcode=78228,,program,1110,-,5,5
https://sacrd.org/directory/subcategory/counseling?zipcode=78203,,prog,1005,see-more,3,3
https://sacrd.org/directory/search?s=childcare&zipcode=78205,childcare,org,15,email,1,1
https://sacrd.org/embed/widget?zipcode=78214,,iframe,13,click,1,1
https://sacrd.org/directory/organization?zipcode=78205,,program,1114,email,8,8
https://sacrd.org/directory/subcategory/help-pay-for-food?zipcode=78210,,program,1116,email,5,5
https://sacrd.org/directory/organization?zipcode=78218,,org,3,see-more,8,8
https://sacrd.org/directory/subcategory/help-pay-for-food?zipcode=78207,,program,1116,phone,2,2
https://sacrd.org/embed/widget?zipcode=78218,,iframe,11,email,1,1
https://sacrd.org/directory/subcategory/free-meals?zipcode=78211,,program,1028,email,2,2
https://sacrd.org/directory/subcategory/job-training?zipcode=78218,,program,1067,website,3,3
https://sacrd.org/directory/search?s=grocery+help&zipcode=78218,grocery help,program,1091,website,5,5
https://sacrd.org/directory/organization?zipcode=78207,,org,2,click,8,8
https://sacrd.org/directory/subcategory/transportation-assistance?zipcode=78205,,program,1054,website,1,1
https://sacrd.org/directory/subcategory/youth-programs?zipcode=78218,,program,1104,see-more,3,3
https://sacrd.org/directory/search?s=dental+clinic&zipcode=78210,dental clinic,program,1022,email,1,1
https://sacrd.org/directory/organization?zipcode=78211,,org,5,see-more,2,2
https://sacrd.org/directory/organization?zipcode=78205,,org,4,click,2,2
https://sacrd.org/directory/subcategory/emergency-food?zipcode=78211,,program,1071,-,2,2
https://sacrd.org/directory/subcategory/food-delivery?zipcode=78214,,program,1024,click,2,2
https://sacrd.org/directory/subcategory/youth-programs?zipcode=78201,,program,1104,-,1,1
https://sacrd.org/directory/subcategory/nutrition-education?zipcode=78211,,program,1051,see-more,3,3
https://sacrd.org/directory/search?s=dental+clinic&zipcode=78201,dental clinic,prog,1002,-,1,1
https://sacrd.org/directory/subcategory/counseling?zipcode=78202,,program,1076,-,2,2
https://sacrd.org/directory/search?s=community+garden&zipcode=78210,community garden,org,2,email,5,5
https://sacrd.org/directory/subcategory/community-garden?zipcode=78203,,program,1037,see-more,2,2
https://sacrd.org/directory/organization?zipcode=78201,,org,2,-,2,2
https://sacrd.org/directory/subcategory/food-pantry?zipcode=78211,,program,1003,website,2,2
https://sacrd.org/directory/organization?zipcode=78205,,org,11,see-more,3,3
https://sacrd.org/directory/subcategory/free-meals?zipcode=78202,,program,1028,website,1,1
https://sacrd.org/directory/search?s=grocery+help&zipcode=78210,grocery help,program,1117,click,1,1
https://sacrd.org/directory/organization?zipcode=78210,,prog,1019,email,3,3
https://sacrd.org/directory/organization?zipcode=78210,,org,5,see-more,1,1
https://sacrd.org/directory/organization?zipcode=78207,,org,12,-,5,5
https://sacrd.org/directory/organization?zipcode=78203,,org,3,phone,1,1
https://sacrd.org/directory/organization?zipcode=78214,,org,2,see-more,1,1
https://sacrd.org/directory/subcategory/community-garden?zipcode=78202,,program,1063,phone,2,2
https://sacrd.org/directory/organization?zipcode=78211,,prog,1017,click,1,1
https://sacrd.org/directory/search?s=free+meals&zipcode=78218,free meals,program,1091,email,3,3
https://sacrd.org/directory/search?s=despensa&zipcode=78218,despensa,prog,1095,-,1,1
https://sacrd.org/directory/search?s=despensa&zipcode=78201,despensa,program,1022,website,3,3
https://sacrd.org/directory/organization?zipcode=78203,,program,1093,click,1,1
https://sacrd.org/directory/organization?zipcode=78205,,program,1117,-,2,2
https://sacrd.org/directory/subcategory/childcare?zipcode=78211,,program,1084,email,5,5
https://sacrd.org/directory/subcategory/community-garden?zipcode=78201,,program,1037,phone,1,1
https://sacrd.org/directory/search?s=food+delivery&zipcode=78203,food delivery,program,1090,see-more,1,1
https://sacrd.org/directory/subcategory/food-delivery?zipcode=78237,,prog,1024,email,3,3
https://sacrd.org/directory/subcategory/help-pay-for-food?zipcode=78218,,program,1070,email,3,3
https://sacrd.org/directory/organization?zipcode=78207,,org,9,click,1,1
https://sacrd.org/directory/search?s=nutrition+class&zipcode=78203,nutrition class,program,1062,phone,2,2
https://sacrd.org/directory/search?s=housing+help&zipcode=78205,housing help,program,1071,phone,2,2
https://sacrd.org/directory/subcategory/childcare?zipcode=78237,,prog,1021,phone,1,1
https://sacrd.org/directory/search?s=childcare&zipcode=78202,childcare,program,1051,-,1,1
https://sacrd.org/directory/subcategory/food-delivery?zipcode=78228,,program,1024,-,1,1
https://sacrd.org/directory/search?s=counseling&zipcode=78202,counseling,iframe,37,phone,1,1
https://sacrd.org/directory/organization?zipcode=78210,,program,1058,email,1,1
https://sacrd.org/directory/organization?zipcode=78211,,org,2,-,1,1
https://sacrd.org/directory/subcategory/help-pay-for-food?zipcode=78218,,program,1019,phone,2,2
https://sacrd.org/directory/subcategory/free-meals?zipcode=78201,,program,1077,see-more,1,1
https://sacrd.org/directory/search?s=housing+help&zipcode=78205,housing help,org,11,click,8,8
https://sacrd.org/directory/subcategory/food-delivery?zipcode=78218,,program,1083,phone,3,3
https://sacrd.org/directory/subcategory/senior-programs?zipcode=78210,,program,1055,see-more,1,1
https://sacrd.org/directory/search?s=grocery+help&zipcode=78205,grocery help,iframe,39,email,2,2
https://sacrd.org/directory/subcategory/community-garden?zipcode=78214,,program,1047,-,2,2
https://sacrd.org/directory/subcategory/affordable-fresh-food?zipcode=78214,,program,1020,website,1,1
https://sacrd.org/directory/search?s=community+garden&zipcode=78203,community garden,org,7,website,3,3
https://sacrd.org/directory/organization?zipcode=78214,,prog,1020,website,5,5
https://sacrd.org/directory/subcategory/nutrition-education?zipcode=78211,,program,1087,email,8,8
https://sacrd.org/directory/subcategory/food-pantry?zipcode=78210,,program,1074,see-more,1,1
https://sacrd.org/directory/search?s=free+meals&zipcode=78237,free meals,program,1089,website,1,1
https://sacrd.org/directory/organization?zipcode=78228,,program,1063,website,2,2
https://sacrd.org/directory/subcategory/senior-programs?zipcode=78237,,program,1013,phone,3,3
https://sacrd.org/directory/organization?zipcode=78205,,program,1053,see-more,3,3
https://sacrd.org/directory/search?s=nutrition+class&zipcode=78202,nutrition class,program,1024,website,2,2
https://sacrd.org/directory/organization?zipcode=78228,,org,2,website,3,3
https://sacrd.org/directory/organization?zipcode=78214,,program,1002,website,1,1
https://sacrd.org/directory/subcategory/help-pay-for-food?zipcode=78203,,program,1065,phone,5,5
https://sacrd.org/directory/search?s=food+delivery&zipcode=78218,food delivery,program,1023,website,8,8
https://sacrd.org/directory/subcategory/free-meals?zipcode=78207,,program,1069,click,8,8
https://sacrd.org/directory/organization?zipcode=78211,,program,1049,email,1,1
https://sacrd.org/directory/organization?zipcode=78237,,prog,1112,see-more,3,3
https://sacrd.org/directory/subcategory/emergency-food?zipcode=78210,,program,1018,see-more,1,1
https://sacrd.org/directory/organization?zipcode=78218,,org,7,click,2,2
https://sacrd.org/directory/search?s=housing+help&zipcode=78237,housing help,iframe,7,click,1,1
https://sacrd.org/directory/organization?zipcode=78218,,org,10,website,1,1
https://sacrd.org/embed/widget?zipcode=78205,,iframe,37,website,3,3
https://sacrd.org/directory/subcategory/affordable-fresh-food?zipcode=78201,,program,1020,phone,1,1
https://sacrd.org/directory/organization?zipcode=78210,,program,1089,click,2,2
https://sacrd.org/directory/search?s=dental+clinic&zipcode=78210,dental clinic,program,1092,see-more,2,2
https://sacrd.org/directory/search?s=free+meals&zipcode=78237,free meals,program,1118,-,1,1
https://sacrd.org/directory/organization?zipcode=78201,,prog,1083,email,1,1
https://sacrd.org/directory/subcategory/youth-programs?zipcode=78214,,program,1085,click,3,3
https://sacrd.org/directory/organization?zipcode=78218,,program,1079,phone,1,1
https://sacrd.org/directory/organization?zipcode=78237,,org,12,website,3,3
https://sacrd.org/directory/subcategory/nutrition-education?zipcode=78218,,program,1033,phone,2,2
https://sacrd.org/directory/search?s=food+pantry&zipcode=78201,food pantry,org,7,click,3,3
https://sacrd.org/directory/organization?zipcode=78218,,org,10,click,8,8
https://sacrd.org/directory/subcategory/food-delivery?zipcode=78211,,program,1024,-,3,3
https://sacrd.org/directory/search?s=despensa&zipcode=78228,despensa,program,1049,email,1,1
https://sacrd.org/directory/subcategory/food-pantry?zipcode=78205,,program,1064,phone,3,3
https://sacrd.org/directory/organization?zipcode=78237,,org,14,website,1,1
https://sacrd.org/directory/subcategory/food-pantry?zipcode=78202,,program,1099,email,5,5
https://sacrd.org/directory/organization?zipcode=78202,,prog,1021,website,1,1
https://sacrd.org/directory/search?s=nutrition+class&zipcode=78237,nutrition class,org,5,see-more,3,3
https://sacrd.org/directory/search?s=free+meals&zipcode=78211,free meals,org,11,click,2,2
https://sacrd.org/directory/search?s=job+training&zipcode=78237,job training,iframe,7,-,1,1
https://sacrd.org/directory/subcategory/affordable-fresh-food?zipcode=78207,,program,1010,click,1,1
https://sacrd.org/directory/search?s=dental+clinic&zipcode=78214,dental clinic,org,7,-,1,1
https://sacrd.org/directory/search?s=food+pantry&zipcode=78211,food pantry,program,1074,click,2,2
https://sacrd.org/directory/organization?zipcode=78237,,prog,1053,email,2,2
https://sacrd.org/directory/subcategory/food-delivery?zipcode=78201,,program,1118,email,1,1
https://sacrd.org/directory/organization?zipcode=78218,,org,4,-,5,5
https://sacrd.org/directory/search?s=community+garden&zipcode=78201,community garden,program,1116,click,8,8
https://sacrd.org/directory/search?s=housing+help&zipcode=78210,housing help,org,11,phone,1,1
https://sacrd.org/directory/search?s=dental+clinic&zipcode=78211,dental clinic,org,5,see-more,1,1
https://sacrd.org/directory/subcategory/dental-care?zipcode=78211,,program,1075,see-more,2,2
https://sacrd.org/directory/search?s=food+delivery&zipcode=78214,food delivery,program,1104,phone,1,1
https://sacrd.org/directory/subcategory/community-garden?zipcode=78210,,program,1008,email,1,1
https://sacrd.org/directory/organization?zipcode=78211,,program,1082,phone,1,1
https://sacrd.org/directory/organization?zipcode=78203,,org,7,website,1,1
https://sacrd.org/directory/subcategory/nutrition-education?zipcode=78205,,prog,1048,-,3,3
https://sacrd.org/directory/search?s=comida&zipcode=78205,comida,program,1115,email,1,1
