URL,Search,Entity type,Entity ID,Method,Event count,Event count
https://sacrd.org/directory/subcategory/childcare?zipcode=78210,,program,1036,email,5,5
https://sacrd.org/directory/search?s=community+garden&zipcode=78218,community garden,program,1069,website,2,2
https://sacrd.org/directory/search?s=nutrition+class&zipcode=78201,nutrition class,program,1051,email,3,3
https://sacrd.org/directory/organization?zipcode=78210,,org,11,-,1,1
https://sacrd.org/directory/organization?zipcode=78202,,org,9,see-more,3,3
https://sacrd.org/directory/subcategory/free-meals?zipcode=78201,,program,1069,-,5,5
https://sacrd.org/directory/organization?zipcode=78214,,org,5,-,1,1
https://sacrd.org/directory/subcategory/community-garden?zipcode=78218,,program,1080,click,1,1
https://sacrd.org/directory/subcategory/affordable-fresh-food?zipcode=78201,,program,1025,see-more,2,2
https://sacrd.org/directory/subcategory/job-training?zipcode=78201,,prog,1062,phone,2,2
https://sacrd.org/directory/search?s=food+delivery&zipcode=78202,food delivery,program,1115,-,1,1
https://sacrd.org/directory/subcategory/food-pantry?zipcode=78202,,prog,1091,-,5,5
https://sacrd.org/directory/search?s=community+garden&zipcode=78205,community garden,org,2,click,1,1
https://sacrd.org/directory/search?s=food+delivery&zipcode=78210,food delivery,program,1031,phone,2,2
https://sacrd.org/directory/subcategory/food-delivery?zipcode=78237,,program,1092,website,5,5
https://sacrd.org/directory/search?s=dental+clinic&zipcode=78205,dental clinic,program,1059,click,2,2
https://sacrd.org/directory/subcategory/emergency-food?zipcode=78207,,program,1018,see-more,8,8
https://sacrd.org/directory/organization?zipcode=78214,,program,1022,website,3,3
https://sacrd.org/directory/subcategory/affordable-fresh-food?zipcode=78205,,program,1100,see-more,1,1
https://sacrd.org/embed/widget?zipcode=78214,,iframe,2,-,1,1
https://sacrd.org/directory/subcategory/affordable-fresh-food?zipcode=78228,,program,1010,phone,2,2
https://sacrd.org/directory/subcategory/emergency-food?zipcode=78211,,program,1031,email,1,1
https://sacrd.org/directory/organization?zipcode=78207,,program,1003,website,5,5
https://sacrd.org/directory/search?s=food+pantry&zipcode=78207,food pantry,org,9,website,3,3
https://sacrd.org/directory/organization?zipcode=78228,,program,1008,see-more,5,5
https://sacrd.org/directory/organization?zipcode=78207,,org,9,email,3,3
https://sacrd.org/directory/organization?zipcode=78218,,program,1059,click,5,5
https://sacrd.org/directory/search?s=nutrition+class&zipcode=78207,nutrition class,org,5,email,1,1
https://sacrd.org/directory/search?s=dental+clinic&zipcode=78228,dental clinic,program,1046,email,1,1
https://sacrd.org/directory/organization?zipcode=78207,,prog,1040,-,1,1
https://sacrd.org/directory/search?s=food+pantry&zipcode=78214,food pantry,program,1107,email,5,5
https://sacrd.org/directory/organization?zipcode=78207,,org,9,-,1,1
https://sacrd.org/directory/search?s=community+garden&zipcode=78207,community garden,org,5,click,1,1
https://sacrd.org/directory/subcategory/nutrition-education?zipcode=78203,,program,1006,click,2,2
https://sacrd.org/directory/subcategory/food-pantry?zipcode=78214,,prog,1034,website,8,8
https://sacrd.org/directory/search?s=nutrition+class&zipcode=78201,nutrition class,prog,1045,website,1,1
https://sacrd.org/directory/subcategory/free-meals?zipcode=78218,,program,1035,see-more,1,1
https://sacrd.org/directory/subcategory/food-pantry?zipcode=78237,,program,1003,website,8,8
https://sacrd.org/directory/search?s=food+pantry&zipcode=78237,food pantry,program,1037,website,5,5
https://sacrd.org/directory/subcategory/job-training?zipcode=78228,,program,1103,see-more,2,2
https://sacrd.org/directory/organization?zipcode=78228,,org,4,email,1,1
https://sacrd.org/directory/organization?zipcode=78203,,program,1010,click,2,2
https://sacrd.org/directory/organization?zipcode=78228,,prog,1068,email,3,3
https://sacrd.org/directory/search?s=job+training&zipcode=78228,job training,program,1072,website,5,5
https://sacrd.org/directory/subcategory/financial-education?zipcode=78210,,program,1046,-,2,2
https://sacrd.org/directory/organization?zipcode=78214,,org,15,-,1,1
https://sacrd.org/directory/subcategory/community-garden?zipcode=78218,,program,1080,phone,1,1
https://sacrd.org/directory/organization?zipcode=78203,,org,4,phone,2,2
https://sacrd.org/directory/search?s=food+delivery&zipcode=78237,food delivery,program,1043,phone,2,2
https://sacrd.org/directory/search?s=community+garden&zipcode=78203,community garden,prog,1098,-,1,1
https://sacrd.org/directory/search?s=food+pantry&zipcode=78211,food pantry,program,1079,phone,1,1
