URL,Search,Entity type,Entity ID,Method,Event count,Event count
https://sacrd.org/directory/subcategory/community-garden?zipcode=78203,,prog,1111,phone,1,1
https://sacrd.org/directory/organization?zipcode=78228,,program,1085,phone,2,2
https://sacrd.org/directory/organization?zipcode=78210,,org,14,see-more,5,5
https://sacrd.org/directory/organization?zipcode=78202,,org,11,click,2,2
https://sacrd.org/directory/subcategory/job-training?zipcode=78201,,prog,1082,phone,1,1
https://sacrd.org/directory/subcategory/nutrition-education?zipcode=78202,,program,1089,click,1,1
https://sacrd.org/directory/subcategory/financial-education?zipcode=78211,,program,1088,-,2,2
https://sacrd.org/directory/organization?zipcode=78207,,program,1014,website,1,1
https://sacrd.org/directory/organization?zipcode=78214,,org,9,phone,1,1
https://sacrd.org/directory/subcategory/food-delivery?zipcode=78214,,program,1118,see-more,1,1
https://sacrd.org/directory/search?s=grocery+help&zipcode=78203,grocery help,org,12,email,1,1
https://sacrd.org/directory/search?s=dental+clinic&zipcode=78218,dental clinic,program,1065,phone,1,1
https://sacrd.org/directory/organization?zipcode=78228,,org,7,phone,1,1
https://sacrd.org/directory/organization?zipcode=78205,,program,1103,email,1,1
https://sacrd.org/directory/organization?zipcode=78210,,program,1112,see-more,1,1
https://sacrd.org/directory/subcategory/transportation-assistance?zipcode=78211,,prog,1054,click,3,3
https://sacrd.org/directory/search?s=grocery+help&zipcode=78207,grocery help,org,9,website,1,1
https://sacrd.org/directory/subcategory/food-pantry?zipcode=78207,,program,1023,click,2,2
https://sacrd.org/directory/organization?zipcode=78211,,program,1088,click,2,2
https://sacrd.org/directory/subcategory/food-pantry?zipcode=78214,,program,1074,-,2,2
https://sacrd.org/directory/organization?zipcode=78205,,org,9,phone,1,1
https://sacrd.org/directory/subcategory/job-training?zipcode=78214,,program,1062,click,1,1
https://sacrd.org/directory/subcategory/dental-care?zipcode=78207,,program,1075,phone,2,2
https://sacrd.org/directory/organization?zipcode=78202,,prog,1092,-,3,3
https://sacrd.org/directory/organization?zipcode=78214,,program,1013,click,1,1
https://sacrd.org/directory/subcategory/senior-programs?zipcode=78201,,program,1013,click,1,1
https://sacrd.org/directory/search?s=grocery+help&zipcode=78228,grocery help,prog,1078,click,3,3
https://sacrd.org/directory/subcategory/affordable-fresh-food?zipcode=78201,,prog,1100,see-more,1,1
https://sacrd.org/directory/search?s=counseling&zipcode=78228,counseling,program,1115,phone,5,5
https://sacrd.org/directory/organization?zipcode=78207,,org,2,click,1,1
https://sacrd.org/directory/organization?zipcode=78210,,org,13,phone,2,2
https://sacrd.org/directory/subcategory/nutrition-education?zipcode=78228,,prog,1048,-,1,1
https://sacrd.org/directory/organization?zipcode=78207,,prog,1058,-,5,5
https://sacrd.org/directory/organization?zipcode=78202,,org,7,see-more,1,1
https://sacrd.org/directory/search?s=food+delivery&zipcode=78202,food delivery,org,6,click,2,2
https://sacrd.org/directory/organization?zipcode=78210,,org,6,click,2,2
https://sacrd.org/directory/organization?zipcode=78214,,org,15,-,1,1
https://sacrd.org/directory/search?s=grocery+help&zipcode=78237,grocery help,org,7,phone,2,2
https://sacrd.org/directory/organization?zipcode=78211,,program,1016,website,1,1
https://sacrd.org/directory/subcategory/free-meals?zipcode=78210,,program,1110,website,3,3
https://sacrd.org/directory/subcategory/community-garden?zipcode=78205,,program,1015,click,2,2
https://sacrd.org/directory/search?s=food+delivery&zipcode=78218,food delivery,prog,1117,see-more,1,1
https://sacrd.org/directory/subcategory/emergency-food?zipcode=78202,,program,1018,website,1,1
https://sacrd.org/directory/search?s=dental+clinic&zipcode=78203,dental clinic,prog,1008,click,1,1
https://sacrd.org/directory/subcategory/free-meals?zipcode=78205,,prog,1066,click,1,1
https://sacrd.org/directory/subcategory/community-garden?zipcode=78202,,program,1063,click,1,1
https://sacrd.org/directory/search?s=housing+help&zipcode=78237,housing help,program,1100,-,3,3
https://sacrd.org/directory/organization?zipcode=78237,,org,4,email,1,1
https://sacrd.org/directory/search?s=community+garden&zipcode=78211,community garden,program,1035,see-more,2,2
https://sacrd.org/directory/organization?zipcode=78218,,org,1,website,1,1
https://sacrd.org/directory/organization?zipcode=78228,,program,1027,-,1,1
https://sacrd.org/directory/organization?zipcode=78202,,program,1008,website,2,2
https://sacrd.org/directory/organization?zipcode=78218,,org,7,-,2,2
https://sacrd.org/directory/subcategory/community-garden?zipcode=78218,,prog,1047,click,2,2
https://sacrd.org/directory/search?s=housing+help&zipcode=78211,housing help,prog,1083,phone,3,3
https://sacrd.org/directory/subcategory/emergency-food?zipcode=78205,,program,1071,-,1,1
https://sacrd.org/directory/search?s=grocery+help&zipcode=78237,grocery help,org,2,see-more,1,1
https://sacrd.org/embed/widget?zipcode=78214,,iframe,34,see-more,1,1
https://sacrd.org/directory/search?s=food+pantry&zipcode=78210,food pantry,program,1034,website,3,3
https://sacrd.org/directory/subcategory/community-garden?zipcode=78207,,program,1096,email,1,1
https://sacrd.org/directory/organization?zipcode=78214,,org,3,website,3,3
https://sacrd.org/directory/subcategory/nutrition-education?zipcode=78228,,prog,1087,-,1,1
https://sacrd.org/directory/organization?zipcode=78214,,program,1022,email,3,3
https://sacrd.org/directory/organization?zipcode=78237,,program,1069,-,2,2
https://sacrd.org/directory/subcategory/food-pantry?zipcode=78202,,program,1022,-,8,8
https://sacrd.org/directory/search?s=comida&zipcode=78202,comida,org,14,website,1,1
https://sacrd.org/directory/organization?zipcode=78214,,program,1095,click,2,2
https://sacrd.org/embed/widget?zipcode=78228,,iframe,50,see-more,5,5
https://sacrd.org/directory/subcategory/food-pantry?zipcode=78205,,program,1003,see-more,5,5
https://sacrd.org/directory/organization?zipcode=78210,,program,1108,click,2,2
